Project ID;Naam;Omschrijving;Opmerking;Rubrieken;Eerste publicatiedatum;Laatste publicatiedatum;Gemuteerd op;Plan;Referentienummer;Aanbestedingsdatum;Verwachte gunningsdatum;Startdatum;Opleverdatum;Bouwfase;Raming;Ramingbedrag;Duurzame eigenschappen;Sloopwerk uitgevoerd;Reden stoppen project;Reden vertraging project;Adres;Toevoeging huisnummer;Postcode;Wijk/buurt;Plaats;Provincie;Land;Externe link;Bouwtype;Aantal bouwlagen van;Aantal bouwlagen t/m;Oppervlakte;Inhoud;BAG Pand ID;BAG Verblijfsobject ID;Organisatie - Organisatie ID;Organisatie - Naam;Organisatie - Website;Organisatie - LinkedIn;Organisatie - Twitter;Organisatie - Kvk-nummer;Organisatie - Vestigingsnummer;Organisatie - Telefoon;Organisatie - Fax;Organisatie - E-mail;Organisatie - Rol;Organisatie - Adresregel 1;Organisatie - Nummer;Organisatie - Adresregel 2;Organisatie - Postcode;Organisatie - Plaats;Organisatie - Postadres Adresregel 1;Organisatie - Postadres Nummer;Organisatie - Postadres Adresregel 2;Organisatie - Postadres Postcode;Organisatie - Postadres Plaats;Organisatie - Contact achternaam;Organisatie - Contact tussenvoegsel;Organisatie - Contact voornaam;Organisatie - Contact initialen;Organisatie - Contact functie;Organisatie - Contact geslacht;Organisatie - Werken Enkelvoudig onderhands;Organisatie - Werken Meervoudig onderhands;Organisatie - Werken Nationale aan-bestedings-procedures;Organisatie - Werken Europese aan-bestedings-procedures;Organisatie - Leveringen Enkelvoudig onderhands;Organisatie - Leveringen Meervoudig onderhands;Organisatie - Leveringen Nationale aan-bestedings-procedures;Organisatie - Leveringen Europese aan-bestedings-procedures;Organisatie - Diensten Enkelvoudig onderhands;Organisatie - Diensten Meervoudig onderhands;Organisatie - Diensten Nationale aan-bestedings-procedures;Organisatie - Diensten Europese aan-bestedings-procedures;Organisatie - Minimaal aantal uit te nodigen leveranciers Enkelvoudig onderhands;Organisatie - Minimaal aantal uit te nodigen leveranciers Meervoudig onderhands;Organisatie - Minimaal aantal uit te nodigen leveranciers Nationale aan-bestedings-procedures;Organisatie - Minimaal aantal uit te nodigen leveranciers Europese aan-bestedings-procedures;Organisatie - Opmerking;Taak - Vervaldatum;Taak - Prioriteit;Taak - Onderwerp;Taak - Omschrijving;Taak - Voltooid;Taak - Eigenaar;Gebouwcode;Bouwmethode;Soort woningen;Aantal woningen;Type woning;Type dak
543757;Woningen;Bouwen 54 koopwoningen (48 eengezins / 6 twee-onder-een-kapwoningen) op de voormalige bedrijfslocatie van Van der Maarel glastuinbouw aan de Pastoor Verburchweg in RijswijkBuiten. Plan 'Sion Parck'. Voorbereidende grondwerkzaamheden zijn door ‘Fa. J. Bos en Zonen’ inmiddels uitgevoerd. Verkoop is 26 oktober 2023 gestart. Voorheen ook bekend onder ID 556210. ;;Wonen;14-2-2022;30-11-2023;1-12-2023;RijswijkBuiten;;;;1-4-2024;30-6-2025;Gegund;5.000.000 - 9.999.999;8.500.000;Warmtepomp, Zonnepanelen;Nee;;;Pastoor Verburchweg ;;2286;;Rijswijk ;Zuid-Holland;Nederland;https://www.nieuwbouw-sionparck.nl/;;3;;6750;;;;276295;P. van der Niet Katwijk BV;www.pvdniet.nl;;;28031030;000018723829;071-4024301;;info@pvdniet.nl;E-, S- en W-Installateur;Scheepmakerstraat;18;;2222 AC;Katwijk;;;;;;Duijn;van;Frank;F.;Directeur;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
543757;Woningen;Bouwen 54 koopwoningen (48 eengezins / 6 twee-onder-een-kapwoningen) op de voormalige bedrijfslocatie van Van der Maarel glastuinbouw aan de Pastoor Verburchweg in RijswijkBuiten. Plan 'Sion Parck'. Voorbereidende grondwerkzaamheden zijn door ‘Fa. J. Bos en Zonen’ inmiddels uitgevoerd. Verkoop is 26 oktober 2023 gestart. Voorheen ook bekend onder ID 556210. ;;Wonen;14-2-2022;30-11-2023;1-12-2023;RijswijkBuiten;;;;1-4-2024;30-6-2025;Gegund;5.000.000 - 9.999.999;8.500.000;Warmtepomp, Zonnepanelen;Nee;;;Pastoor Verburchweg ;;2286;;Rijswijk ;Zuid-Holland;Nederland;https://www.nieuwbouw-sionparck.nl/;;3;;6750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eengezinswoningen;Nieuwbouw;Koopwoningen;54;Grondgebonden;Hellend
157886;Woningen;Bouwen 8 vrijstaande koopwoningen op het Landgoed Middachten aan het Isabelle Bentinckhof  / Godard van Reedelaan. Plan 'Wonen op Middachten'.;;Wonen;25-5-2010;9-11-2023;9-11-2023;Wonen op Middachten;;;;8-5-2023;12-7-2024;Uitvoering;1.000.000 - 1.999.999;1.600.000;;Ja;;;Isabelle Bentinckhof 1;;6994 BG;;De Steeg;Gelderland;Nederland;;;2;;1400;;0275010000114035;0275100000104537;11709;BURO lubbers landschapsarchitectuur & stedenbouw B.V;www.burolubbers.nl;www.linkedin.com/company/buro-lubbers-landschapsarchitectuur-&-stedenbouw-b-v-/;twitter.com/BuroLubbers;58596828;000027931692;073-6149321;;info@burolubbers.nl;Stedenbouwkundige;Reutsedijk;15;;5264 PC;Vught;;;;;;Lubbers;;;P.;Projectleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157886;Woningen;Bouwen 8 vrijstaande koopwoningen op het Landgoed Middachten aan het Isabelle Bentinckhof  / Godard van Reedelaan. Plan 'Wonen op Middachten'.;;Wonen;25-5-2010;9-11-2023;9-11-2023;Wonen op Middachten;;;;8-5-2023;12-7-2024;Uitvoering;1.000.000 - 1.999.999;1.600.000;;Ja;;;Isabelle Bentinckhof 1;;6994 BG;;De Steeg;Gelderland;Nederland;;;2;;1400;;0275010000114035;0275100000104537;196001;CON-C;www.con-c.nl;;;32136329;000016876377;033-4324283;;info@con-c.nl;Projectontwikkelaar;Hamersveldseweg;53;;3833 GL;Leusden;Markenhaven;58;;3826 AC;Amersfoort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157886;Woningen;Bouwen 8 vrijstaande koopwoningen op het Landgoed Middachten aan het Isabelle Bentinckhof  / Godard van Reedelaan. Plan 'Wonen op Middachten'.;;Wonen;25-5-2010;9-11-2023;9-11-2023;Wonen op Middachten;;;;8-5-2023;12-7-2024;Uitvoering;1.000.000 - 1.999.999;1.600.000;;Ja;;;Isabelle Bentinckhof 1;;6994 BG;;De Steeg;Gelderland;Nederland;;;2;;1400;;0275010000114035;0275100000104537;280095;Villawork;www.villawork.nl;;;70360340;000038638266;036-5465836;;info@villawork.nl;Architect;Transistorstraat;31;;1322 CK;Almere;;;;;;Groen;;Harold;H.;Projectleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157886;Woningen;Bouwen 8 vrijstaande koopwoningen op het Landgoed Middachten aan het Isabelle Bentinckhof  / Godard van Reedelaan. Plan 'Wonen op Middachten'.;;Wonen;25-5-2010;9-11-2023;9-11-2023;Wonen op Middachten;;;;8-5-2023;12-7-2024;Uitvoering;1.000.000 - 1.999.999;1.600.000;;Ja;;;Isabelle Bentinckhof 1;;6994 BG;;De Steeg;Gelderland;Nederland;;;2;;1400;;0275010000114035;0275100000104537;280095;Villawork;www.villawork.nl;;;70360340;000038638266;036-5465836;;info@villawork.nl;Hoofdaannemer;Transistorstraat;31;;1322 CK;Almere;;;;;;Groen;;Harold;H.;Projectleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157886;Woningen;Bouwen 8 vrijstaande koopwoningen op het Landgoed Middachten aan het Isabelle Bentinckhof  / Godard van Reedelaan. Plan 'Wonen op Middachten'.;;Wonen;25-5-2010;9-11-2023;9-11-2023;Wonen op Middachten;;;;8-5-2023;12-7-2024;Uitvoering;1.000.000 - 1.999.999;1.600.000;;Ja;;;Isabelle Bentinckhof 1;;6994 BG;;De Steeg;Gelderland;Nederland;;;2;;1400;;0275010000114035;0275100000104537;35600;Jetten Installatietechniek BV;www.jettenbv.nl;;;31037377;000000570109;033-2861784;;info@jettenbv.nl ;W-Installateur;Stationsweg Oost;279;;3931 ER;WOUDENBERG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157886;Woningen;Bouwen 8 vrijstaande koopwoningen op het Landgoed Middachten aan het Isabelle Bentinckhof  / Godard van Reedelaan. Plan 'Wonen op Middachten'.;;Wonen;25-5-2010;9-11-2023;9-11-2023;Wonen op Middachten;;;;8-5-2023;12-7-2024;Uitvoering;1.000.000 - 1.999.999;1.600.000;;Ja;;;Isabelle Bentinckhof 1;;6994 BG;;De Steeg;Gelderland;Nederland;;;2;;1400;;0275010000114035;0275100000104537;271210;Van Roekel Techniek;;;;63758083;000032641079;06-27408884;;;E-Installateur;Van Hogendorpstraat;6;;6741 WK ;Lunteren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157886;Woningen;Bouwen 8 vrijstaande koopwoningen op het Landgoed Middachten aan het Isabelle Bentinckhof  / Godard van Reedelaan. Plan 'Wonen op Middachten'.;;Wonen;25-5-2010;9-11-2023;9-11-2023;Wonen op Middachten;;;;8-5-2023;12-7-2024;Uitvoering;1.000.000 - 1.999.999;1.600.000;;Ja;;;Isabelle Bentinckhof 1;;6994 BG;;De Steeg;Gelderland;Nederland;;;2;;1400;;0275010000114035;0275100000104537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vrijstaande woning / villa's;Nieuwbouw;Koopwoningen;8;Grondgebonden;Hellend
546417;Appartementen;Bouwen woontoren met 80 sociale huurappartementen / maatschappelijke voorzieningen op de begane grond aan de Egoli. Plan: 'Nieuw Echtenstein'. ;;Wonen;13-5-2022;24-11-2023;24-11-2023;Nieuw Echtenstein;;;;11-5-2022;1-12-2023;Uitvoering;10.000.000 - 49.999.999;14.000.000;Zonnepanelen, LED;Nee;;;Egoli 13;A;1103 AC;;Amsterdam;Noord-Holland;Nederland;;;10;;5500;;0363010012169117;0363100012254989;34627;Woningstichting Rochdale;www.rochdale.nl;www.linkedin.com/company/rochdale-woningbouwcorporatie;twitter.com/Rochdale_NL;33012701;000011138890;020-2150000;;info@rochdale.nl;Opdrachtgever;Bos en Lommerplein;303;;1055 RW;Amsterdam;Postbus;56659;;1040 AR;Amsterdam;Dijk;van;Ronald;R.;Project Manager;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546417;Appartementen;Bouwen woontoren met 80 sociale huurappartementen / maatschappelijke voorzieningen op de begane grond aan de Egoli. Plan: 'Nieuw Echtenstein'. ;;Wonen;13-5-2022;24-11-2023;24-11-2023;Nieuw Echtenstein;;;;11-5-2022;1-12-2023;Uitvoering;10.000.000 - 49.999.999;14.000.000;Zonnepanelen, LED;Nee;;;Egoli 13;A;1103 AC;;Amsterdam;Noord-Holland;Nederland;;;10;;5500;;0363010012169117;0363100012254989;2016;LEVS architecten;www.levs.nl;www.linkedin.com/company/556859;twitter.com/LEVSarchitecten;34321572;000019737459;020-6735762;;post@levs.nl;Architect;Cruquiusweg;111d;;1019 AG;Amsterdam;Postbus;2182;;1000 CD;Amsterdam;Mout;;Adriaan;A.;Architect;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546417;Appartementen;Bouwen woontoren met 80 sociale huurappartementen / maatschappelijke voorzieningen op de begane grond aan de Egoli. Plan: 'Nieuw Echtenstein'. ;;Wonen;13-5-2022;24-11-2023;24-11-2023;Nieuw Echtenstein;;;;11-5-2022;1-12-2023;Uitvoering;10.000.000 - 49.999.999;14.000.000;Zonnepanelen, LED;Nee;;;Egoli 13;A;1103 AC;;Amsterdam;Noord-Holland;Nederland;;;10;;5500;;0363010012169117;0363100012254989;30764;KbK Bouwgroep;www.kbkbouwgroep.nl;www.linkedin.com/company/kbk-bouwgroep;;37112818;000017917190;0299-367322;;info@kbkbouwgroep.nl;Hoofdaannemer;Morseweg;1;;1131 PE;Volendam;Postbus;15;;1130 AA;Volendam;Keveling;;Brenda;B.;Projectleider;Vrouw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546417;Appartementen;Bouwen woontoren met 80 sociale huurappartementen / maatschappelijke voorzieningen op de begane grond aan de Egoli. Plan: 'Nieuw Echtenstein'. ;;Wonen;13-5-2022;24-11-2023;24-11-2023;Nieuw Echtenstein;;;;11-5-2022;1-12-2023;Uitvoering;10.000.000 - 49.999.999;14.000.000;Zonnepanelen, LED;Nee;;;Egoli 13;A;1103 AC;;Amsterdam;Noord-Holland;Nederland;;;10;;5500;;0363010012169117;0363100012254989;31263;Stam Elektrotechniek BV;www.stamelektro.nl;www.linkedin.com/company/stam-elektrotechniek-bv;;34262715;000020509308;075-6354151;;info@stamelektro.nl;E-Installateur;Ducaatstraat;42;;1507 BW;ZAANDAM;;;;;;Kramer;;Martijn;M.;Projectleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546417;Appartementen;Bouwen woontoren met 80 sociale huurappartementen / maatschappelijke voorzieningen op de begane grond aan de Egoli. Plan: 'Nieuw Echtenstein'. ;;Wonen;13-5-2022;24-11-2023;24-11-2023;Nieuw Echtenstein;;;;11-5-2022;1-12-2023;Uitvoering;10.000.000 - 49.999.999;14.000.000;Zonnepanelen, LED;Nee;;;Egoli 13;A;1103 AC;;Amsterdam;Noord-Holland;Nederland;;;10;;5500;;0363010012169117;0363100012254989;26210;Mens Installatietechniek B.V;www.mensinstallatietechniek.nl;;;37142280;000019037813;0226-351246;;info@mensinstallatietechniek.nl;W-Installateur;Wester Boekelweg;9--1;;1718 MJ;Hoogwoud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546417;Appartementen;Bouwen woontoren met 80 sociale huurappartementen / maatschappelijke voorzieningen op de begane grond aan de Egoli. Plan: 'Nieuw Echtenstein'. ;;Wonen;13-5-2022;24-11-2023;24-11-2023;Nieuw Echtenstein;;;;11-5-2022;1-12-2023;Uitvoering;10.000.000 - 49.999.999;14.000.000;Zonnepanelen, LED;Nee;;;Egoli 13;A;1103 AC;;Amsterdam;Noord-Holland;Nederland;;;10;;5500;;0363010012169117;0363100012254989;81965;Peereboom Installatietechniek;www.peereboom-installatie.nl;;;37086418;000018599923;072-5113215;;info@peereboom-installatie.nl;S-Installateur;Madame Curiestraat;14;;1821 BM;Alkmaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546417;Appartementen;Bouwen woontoren met 80 sociale huurappartementen / maatschappelijke voorzieningen op de begane grond aan de Egoli. Plan: 'Nieuw Echtenstein'. ;;Wonen;13-5-2022;24-11-2023;24-11-2023;Nieuw Echtenstein;;;;11-5-2022;1-12-2023;Uitvoering;10.000.000 - 49.999.999;14.000.000;Zonnepanelen, LED;Nee;;;Egoli 13;A;1103 AC;;Amsterdam;Noord-Holland;Nederland;;;10;;5500;;0363010012169117;0363100012254989;7474;Steboma Ventilatietechniek B.V;www.steboma.nl;www.linkedin.com/company/handelsonderneming-steboma-b.v./;;34062048;000020085281;0251-267010;;info@steboma.nl;W-Installateur;Kagerweg;31;;1948 PP;Beverwijk;Postbus;54;; 1940 AB;Beverwijk;Woude;van der;Fred;F.;Directeur;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546417;Appartementen;Bouwen woontoren met 80 sociale huurappartementen / maatschappelijke voorzieningen op de begane grond aan de Egoli. Plan: 'Nieuw Echtenstein'. ;;Wonen;13-5-2022;24-11-2023;24-11-2023;Nieuw Echtenstein;;;;11-5-2022;1-12-2023;Uitvoering;10.000.000 - 49.999.999;14.000.000;Zonnepanelen, LED;Nee;;;Egoli 13;A;1103 AC;;Amsterdam;Noord-Holland;Nederland;;;10;;5500;;0363010012169117;0363100012254989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;woontorens/flats;Nieuwbouw;Huurwoningen;80;Appartement;Vlak
556373;Appartementen;Bouwen 22 huurappartementen / commerciële ruimten (bvo 491m2) aan de Spoorstraat / Spuistraat / Stationsstraat / Prins Hendriklaan. Project 'Halte Bellevue', deelplan 3. Zie ook voor totaalproject ID 297653 en deelplan 2 zie ID 556371. De omgevingsvergunning is ingediend. Architect is bekend bij opdrachtgever. De start van de bouw is afhankelijk van het oplossen van de netcongestie in het elektriciteitsnet.;;Wonen, Winkels en parkeren;28-11-2023;28-11-2023;28-11-2023;Halte Bellevue;;;;6-5-2024;26-5-2025;Gegund;2.000.000 - 4.999.999;4.000.000;;Nee;;;Spoorstraat ;;1781 JB;;Den Helder;Noord-Holland;Nederland;;;3;;2100;;;;8040;Helder Vastgoed BV;www.woningstichtingdenhelder.nl;www.linkedin.com/company/woningstichting-den-helder;;37030636;000011448695;0223-677677;;info@woningstichtingdenhelder.nl;Opdrachtgever;Middenweg;159;;1782 BE;Den Helder;Postbus;90;;1780 AB;Den Helder;Ende;op 't;Ton;A.;Bedrijfsleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
556373;Appartementen;Bouwen 22 huurappartementen / commerciële ruimten (bvo 491m2) aan de Spoorstraat / Spuistraat / Stationsstraat / Prins Hendriklaan. Project 'Halte Bellevue', deelplan 3. Zie ook voor totaalproject ID 297653 en deelplan 2 zie ID 556371. De omgevingsvergunning is ingediend. Architect is bekend bij opdrachtgever. De start van de bouw is afhankelijk van het oplossen van de netcongestie in het elektriciteitsnet.;;Wonen, Winkels en parkeren;28-11-2023;28-11-2023;28-11-2023;Halte Bellevue;;;;6-5-2024;26-5-2025;Gegund;2.000.000 - 4.999.999;4.000.000;;Nee;;;Spoorstraat ;;1781 JB;;Den Helder;Noord-Holland;Nederland;;;3;;2100;;;;6518;Bouwbedrijf M.J. de Nijs en Zonen B.V;www.denijs.nl;www.linkedin.com/company/bouwbedrijf-m-j-de-nijs-en-zonen-b-v-;;37047838;000015979601;0226-397000;;info@denijs.nl;Hoofdaannemer;Oudewal;21;;1749 CA;Warmenhuizen;Postbus;1;;1749 ZG;Warmenhuizen;Smit;;Stefan;S.;Projectleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
556373;Appartementen;Bouwen 22 huurappartementen / commerciële ruimten (bvo 491m2) aan de Spoorstraat / Spuistraat / Stationsstraat / Prins Hendriklaan. Project 'Halte Bellevue', deelplan 3. Zie ook voor totaalproject ID 297653 en deelplan 2 zie ID 556371. De omgevingsvergunning is ingediend. Architect is bekend bij opdrachtgever. De start van de bouw is afhankelijk van het oplossen van de netcongestie in het elektriciteitsnet.;;Wonen, Winkels en parkeren;28-11-2023;28-11-2023;28-11-2023;Halte Bellevue;;;;6-5-2024;26-5-2025;Gegund;2.000.000 - 4.999.999;4.000.000;;Nee;;;Spoorstraat ;;1781 JB;;Den Helder;Noord-Holland;Nederland;;;3;;2100;;;;4297;Lodema Elektrotechniek BV;www.lodema.nl;nl.linkedin.com/pub/dir/+/Lodema‎;twitter.com/Lodema_et‎;01057656;000015772071;058-2881922;;info@lodema.nl;E-Installateur;Uranusweg;12;;8938 AJ;Leeuwarden;;;;;;Joziasse;;Paul;P.;Projectleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
556373;Appartementen;Bouwen 22 huurappartementen / commerciële ruimten (bvo 491m2) aan de Spoorstraat / Spuistraat / Stationsstraat / Prins Hendriklaan. Project 'Halte Bellevue', deelplan 3. Zie ook voor totaalproject ID 297653 en deelplan 2 zie ID 556371. De omgevingsvergunning is ingediend. Architect is bekend bij opdrachtgever. De start van de bouw is afhankelijk van het oplossen van de netcongestie in het elektriciteitsnet.;;Wonen, Winkels en parkeren;28-11-2023;28-11-2023;28-11-2023;Halte Bellevue;;;;6-5-2024;26-5-2025;Gegund;2.000.000 - 4.999.999;4.000.000;;Nee;;;Spoorstraat ;;1781 JB;;Den Helder;Noord-Holland;Nederland;;;3;;2100;;;;13786;Damstra Installatietechniek BV;www.damstra.nl;www.linkedin.com/company/koninklijke-damstra-installatietechniek-bv/;twitter.com/damstradriezum;01020568;000020439059;0511-424500;;info@damstra.nl;W-Installateur;Kolkensloane;4;;9114 AG;DRIEZUM;Postbus;2;;9114 ZP;DRIESUM;Vloedgraven;;Robert;R.;Projectleider;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
556373;Appartementen;Bouwen 22 huurappartementen / commerciële ruimten (bvo 491m2) aan de Spoorstraat / Spuistraat / Stationsstraat / Prins Hendriklaan. Project 'Halte Bellevue', deelplan 3. Zie ook voor totaalproject ID 297653 en deelplan 2 zie ID 556371. De omgevingsvergunning is ingediend. Architect is bekend bij opdrachtgever. De start van de bouw is afhankelijk van het oplossen van de netcongestie in het elektriciteitsnet.;;Wonen, Winkels en parkeren;28-11-2023;28-11-2023;28-11-2023;Halte Bellevue;;;;6-5-2024;26-5-2025;Gegund;2.000.000 - 4.999.999;4.000.000;;Nee;;;Spoorstraat ;;1781 JB;;Den Helder;Noord-Holland;Nederland;;;3;;2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gestapelde bouw/flats;Nieuwbouw;Huurwoningen;22;Appartement;
556373;Appartementen;Bouwen 22 huurappartementen / commerciële ruimten (bvo 491m2) aan de Spoorstraat / Spuistraat / Stationsstraat / Prins Hendriklaan. Project 'Halte Bellevue', deelplan 3. Zie ook voor totaalproject ID 297653 en deelplan 2 zie ID 556371. De omgevingsvergunning is ingediend. Architect is bekend bij opdrachtgever. De start van de bouw is afhankelijk van het oplossen van de netcongestie in het elektriciteitsnet.;;Wonen, Winkels en parkeren;28-11-2023;28-11-2023;28-11-2023;Halte Bellevue;;;;6-5-2024;26-5-2025;Gegund;2.000.000 - 4.999.999;4.000.000;;Nee;;;Spoorstraat ;;1781 JB;;Den Helder;Noord-Holland;Nederland;;;3;;2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;woontorens/flats;Nieuwbouw;Huurwoningen;;Appartement;
556373;Appartementen;Bouwen 22 huurappartementen / commerciële ruimten (bvo 491m2) aan de Spoorstraat / Spuistraat / Stationsstraat / Prins Hendriklaan. Project 'Halte Bellevue', deelplan 3. Zie ook voor totaalproject ID 297653 en deelplan 2 zie ID 556371. De omgevingsvergunning is ingediend. Architect is bekend bij opdrachtgever. De start van de bouw is afhankelijk van het oplossen van de netcongestie in het elektriciteitsnet.;;Wonen, Winkels en parkeren;28-11-2023;28-11-2023;28-11-2023;Halte Bellevue;;;;6-5-2024;26-5-2025;Gegund;2.000.000 - 4.999.999;4.000.000;;Nee;;;Spoorstraat ;;1781 JB;;Den Helder;Noord-Holland;Nederland;;;3;;2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;commerciële ruimtes;Nieuwbouw;;;;
534972;Appartementencomplex;Bouwen 126 woningen (49 koopappartementen / 67 huurappartementen / 10 stadswoningen) / verdiepte parkeergarage / bibliotheek / commerciële- en werk ruimten op kavel 5C2 aan de Zuiderzeeweg. Plan 'Horizons'. Vml. nationale aanbesteding. Startdatum is nog niet bekend.;;Winkels en parkeren, Wonen, Horeca, sport en recreatie, Bedrijven en logistiek, Cultuur en religie;28-10-2020;1-12-2023;1-12-2023;Horizons;;;;4-3-2024;5-3-2027;Gegund;10.000.000 - 49.999.999;15.000.000;BENG, Warmtepomp, Zonnepanelen, LED;Nee;;;Zuiderzeeweg ;;1095;Zeeburgereiland;Amsterdam;Noord-Holland;Nederland;https://www.horizonsamsterdam.com/;;2;21;11000;;;;23912;Gemeente Amsterdam Grond en Ontwikkeling;www.amsterdam.nl/gemeente/organisatie/ruimte-economie/grond-ontwikkeling-0/;www.linkedin.com/company/gemeente-amsterdam;twitter.com/amsterdamnl;34366966;000007679041;14-020;;info.grondontwikkeling@amsterdam.nl;Opdrachtgever;Weesperplein;8;OGA;1018 XA;Amsterdam;Postbus;1104;;1000 BC;Amsterdam;Berendsen;;Niek;N.;Inkoper;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534972;Appartementencomplex;Bouwen 126 woningen (49 koopappartementen / 67 huurappartementen / 10 stadswoningen) / verdiepte parkeergarage / bibliotheek / commerciële- en werk ruimten op kavel 5C2 aan de Zuiderzeeweg. Plan 'Horizons'. Vml. nationale aanbesteding. Startdatum is nog niet bekend.;;Winkels en parkeren, Wonen, Horeca, sport en recreatie, Bedrijven en logistiek, Cultuur en religie;28-10-2020;1-12-2023;1-12-2023;Horizons;;;;4-3-2024;5-3-2027;Gegund;10.000.000 - 49.999.999;15.000.000;BENG, Warmtepomp, Zonnepanelen, LED;Nee;;;Zuiderzeeweg ;;1095;Zeeburgereiland;Amsterdam;Noord-Holland;Nederland;https://www.horizonsamsterdam.com/;;2;21;11000;;;;76670;Paul de Ruiter Architects;www.paulderuiter.nl;www.linkedin.com/company/architectenbureau-paul-de-ruiter-bv;twitter.com/pdrarchitects;33113351;000017726484;020-6263244;;info@paulderuiter.nl;Architect;Valschermkade;36d;;1059 CD;Amsterdam;;;;;;Ruiter;de;Paul;P.;Architect;Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534972;Appartementencomplex;Bouwen 126 woningen (49 koopappartementen / 67 huurappartementen / 10 stadswoningen) / verdiepte parkeergarage / bibliotheek / commerciële- en werk ruimten op kavel 5C2 aan de Zuiderzeeweg. Plan 'Horizons'. Vml. nationale aanbesteding. Startdatum is nog niet bekend.;;Winkels en parkeren, Wonen, Horeca, sport en recreatie, Bedrijven en logistiek, Cultuur en religie;28-10-2020;1-12-2023;1-12-2023;Horizons;;;;4-3-2024;5-3-2027;Gegund;10.000.000 - 49.999.999;15.000.000;BENG, Warmtepomp, Zonnepanelen, LED;Nee;;;Zuiderzeeweg ;;1095;Zeeburgereiland;Amsterdam;Noord-Holland;Nederland;https://www.horizonsamsterdam.com/;;2;21;11000;;;;205649;Ballast Nedam Bouw & Ontwikkeling Noordwest;www.ballast-nedam.nl;;;33121397;000020440294;020-4804040;;;Projectontwikkelaar;Vaalmuiden;1;;1046 BV;AMSTERDAM;Postbus;58089;;1040 HB;AMSTERDAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534972;Appartementencomplex;Bouwen 126 woningen (49 koopappartementen / 67 huurappartementen / 10 stadswoningen) / verdiepte parkeergarage / bibliotheek / commerciële- en werk ruimten op kavel 5C2 aan de Zuiderzeeweg. Plan 'Horizons'. Vml. nationale aanbesteding. Startdatum is nog niet bekend.;;Winkels en parkeren, Wonen, Horeca, sport en recreatie, Bedrijven en logistiek, Cultuur en religie;28-10-2020;1-12-2023;1-12-2023;Horizons;;;;4-3-2024;5-3-2027;Gegund;10.000.000 - 49.999.999;15.000.000;BENG, Warmtepomp, Zonnepanelen, LED;Nee;;;Zuiderzeeweg ;;1095;Zeeburgereiland;Amsterdam;Noord-Holland;Nederland;https://www.horizonsamsterdam.com/;;2;21;11000;;;;241879;Flux landscape architecture;www.fluxlandscape.nl;https://www.linkedin.com/company/flux-landscape-architecture/;;75223295;000023452544;030-3031094;;info@fluxlandscape.nl ;Adviseur;Ravenoord;235;;3523 DB;Utrecht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
